580620600,40390946,40522210,40456932,40456972,40326338
,,,,,
580621200,40325410,40456674,40456936,40391436,40260790
,,,,,
580621800,40325410,40456670,40456932,40391436,40260793
,,,,,
580622400,40325410,40391131,40391393,40325900,40260793
,,,,,
580623000,40259874,40391134,40391386,40325900,40195254
,,,,,
580623600,40259874,40325591,40325840,40260364,40195260
,,,,,
580624200,40194338,40325591,40325834,40260364,40129730
,,,,,
580624800,40194338,40325591,40325834,40260364,40129712
,,,,,
580625400,40194338,40260059,40260304,40194828,40129718
,,,,,
580626000,40194338,40260055,40260301,40194828,40064182
,,,,,
580626600,40128802,40260055,40260298,40194828,40064182
,,,,,
580627200,40128802,40260055,40260298,40194828,40064182
,,,,,
580627800,40128802,40194519,40194762,40129292,40064179
,,,,,
580628400,40128802,40194519,40194762,40129292,40064188
,,,,,
580629000,40128802,40194519,40194762,40129292,40064188
,,,,,
580629600,40128802,40194519,40194762,40129292,39998649
,,,,,
580630200,40128802,40194519,40194762,40129292,39998640
,,,,,
580630800,40063266,40128983,40194762,40129292,39998643
,,,,,
580631400,40063266,40128983,40194762,40129292,39998646
,,,,,
580632000,40063266,40128983,40194762,40129292,39998649
,,,,,
580632600,40063266,40128983,40194762,40129292,39998643
,,,,,
580633200,40063266,40128983,40194762,40129292,39998649
,,,,,
580633800,40128802,40128983,40194762,40129292,39998640
,,,,,
580634400,40128802,40194519,40194762,40129292,40064188
,,,,,
580635000,40128802,40194519,40260298,40194828,40064185
,,,,,
580635600,40194338,40194519,40260298,40194828,40129718
,,,,,
580636200,40259874,40260055,40325834,40260364,40195245
,,,,,
580636800,40325410,40325591,40391370,40325900,40260793
,,,,,
580637400,40325410,40391127,40456906,40391436,40326335
,,,,,
580638000,40390949,40456663,40522442,40456972,40391877
,,,,,
580638600,40456485,40522199,40587978,40522508,40457413
,,,,,
580639200,40587576,40587735,40653520,40588044,40522949
,,,,,
580639800,40653127,40653271,40784586,40719116,40654021
,,,,,
580640400,40718663,40718814,40850138,40784652,40719557
,,,,,
580641000,40849735,40849890,40981227,40915724,40850644
,,,,,
580641600,40980807,40980966,41112299,41046806,40981716
,,,,,
580642200,41111879,41046509,41243371,41177888,41112788
,,,,,
580642800,41177415,41177595,41374443,41308973,41178339
,,,,,
580643400,41308487,41243131,41439979,41374509,41309411
,,,,,
580644000,41374023,41374203,41505515,41440045,41440483
,,,,,
580644600,41505095,41439739,41636587,41571117,41506019
,,,,,
580645200,41570631,41505275,41767659,41636653,41571558
,,,,,
580645800,41570631,41570811,41767659,41636653,41637097
,,,,,
580646400,41636167,41570811,41833195,41702189,41637100
,,,,,
580647000,41636167,41570811,41833195,41767725,41637106
,,,,,
580647600,41636167,41636347,41833195,41767725,41637097
,,,,,
580648200,41636167,41636347,41833195,41767725,41637109
,,,,,
580648800,41636167,41636347,41833195,41767725,41637115
,,,,,
580649400,41636167,41636347,41833195,41767725,41637109
,,,,,
580650000,41701703,41636347,41833195,41767725,41637121
,,,,,
580650600,41636167,41636347,41833195,41767725,41637121
,,,,,
580651200,41636167,41636347,41767659,41702189,41637121
,,,,,
580651800,41570631,41570811,41767659,41636653,41571585
,,,,,
580652400,41570631,41570811,41767659,41636653,41571585
,,,,,
580653000,41570631,41570811,41767659,41636653,41571585
,,,,,
580653600,41636167,41636347,41833195,41702189,41637121
,,,,,
580654200,41701703,41701883,41833195,41767725,41702657
,,,,,
580654800,41898311,41898491,42029803,41964333,41899265
,,,,,
580655400,42160458,42160635,42357483,42357566,42292484
,,,,,
580656000,42488171,42553872,42750703,42750798,42751259
,,,,,
580656600,42815851,42881566,43209484,43209557,43275562
,,,,,
580657200,43209067,43274782,43668236,43733871,43799868
,,,,,
580657800,43602283,43602465,44061452,44127090,44258628
,,,,,
580658400,43929992,43930173,44454672,44454799,44651865
,,,,,
580659000,44257680,44192321,44913444,44913551,45110631
,,,,,
580659600,44585360,44520001,45306669,45306796,45634934
,,,,,
580660200,44913040,44782148,45634349,45634479,45962639
,,,,,
580660800,45109648,45044306,45896513,45896633,46224786
,,,,,
580661400,45437353,45306467,46158670,46158799,46486953
,,,,,
580662000,45699508,45503075,46355278,46289871,46683569
,,,,,
580662600,46027188,45896291,46617422,46552024,46880177
,,,,,
580663200,46354868,46158463,46814056,46814191,47076808
,,,,,
580663800,46682548,46420614,47010671,46945263,47273419
,,,,,
580664400,47010231,46617222,47207279,47141883,47470038
,,,,,
580665000,47272407,46813830,47403887,47272974,47601127
,,,,,
580665600,47337943,46879373,47403887,47338510,47666663
,,,,,
580666200,47272407,46813843,47403890,47272974,47601127
,,,,,
580666800,47141335,46813833,47207279,47141902,47470055
,,,,,
580667400,47272407,46879376,47207279,47207438,47535591
,,,,,
580668000,47272407,46879390,47141743,47141902,47535597
,,,,,
580668600,47075799,46813854,47010671,47010830,47338989
,,,,,
580669200,46944727,46682768,46879599,46879758,47142375
,,,,,
580669800,46813655,46682765,46814063,46814222,47076839
,,,,,
580670400,46682583,46551686,46682991,46748686,46945767
,,,,,
580671000,46485975,46355078,46551919,46552078,46814695
,,,,,
580671600,46354903,46289542,46420847,46421000,46683623
,,,,,
580672200,46289367,46224006,46355311,46355451,46552551
,,,,,
580672800,46158288,46092934,46224232,46224373,46355943
,,,,,
580673400,46027188,45961862,46093141,46093298,46224871
,,,,,
580674000,45896116,45896326,46027602,46027759,46159335
,,,,,
580674600,45830580,45765254,45962062,45962223,46028263
,,,,,
580675200,45765044,45765250,45962062,45962223,46028260
,,,,,
580675800,45765044,45699718,46027598,46027759,46028257
,,,,,
580676400,45633972,45634182,46027598,46027759,45962724
,,,,,
580677000,45502900,45503106,45962066,45962223,45897191
,,,,,
580677600,45306292,45372028,45830990,45831151,45700580
,,,,,
580678200,45109684,45175395,45634382,45634539,45503958
,,,,,
580678800,44913076,45044323,45437774,45372373,45307339
,,,,,
580679400,44716468,44847715,45175627,45175759,45045184
,,,,,
580680000,44519852,44651107,44979012,44979151,44848564
,,,,,
580680600,44323219,44454499,44716852,44717001,44520876
,,,,,
580681200,44126608,44257885,44454701,44454841,44324248
,,,,,
580681800,43930000,44126792,44258093,44258223,44127634
,,,,,
580682400,43733392,43930177,44061476,44061615,43931026
,,,,,
580683000,43602320,43733569,43864854,43865007,43734404
,,,,,
580683600,43340176,43602497,43668236,43668386,43537782
,,,,,
580684200,43209104,43405889,43471628,43471762,43275638
,,,,,
580684800,43012496,43274806,43275020,43275151,43079030
,,,,,
580685400,42881398,43078198,43078412,43078543,42947952
,,,,,
580686000,42750315,42947109,42947340,42947471,42816868
,,,,,
580686600,42619243,42816030,42816265,42816383,42685785
,,,,,
580687200,42488171,42750494,42685186,42685295,42554713
,,,,,
580687800,42422635,42619422,42619631,42554223,42423641
,,,,,
580688400,42291563,42488350,42488555,42423151,42292560
,,,,,
580689000,42160491,42422810,42357483,42357615,42161476
,,,,,
580689600,42094955,42291721,42226411,42226543,42095935
,,,,,
580690200,41963880,42226181,42160875,42095458,41964860
,,,,,
580690800,41898329,42095102,42029803,42029909,41899324
,,,,,
580691400,41767239,42029563,41964267,41898830,41768246
,,,,,
580692000,41701703,41898491,41833195,41833294,41637174
,,,,,
580692600,41570631,41832955,41767659,41702222,41571629
,,,,,
580693200,41505095,41767419,41636587,41636686,41506087
,,,,,
580693800,41439559,41636347,41571051,41571150,41440548
,,,,,
580694400,41374023,41570811,41505515,41440078,41375006
,,,,,
580695000,41308487,41505275,41439979,41440078,41309470
,,,,,
580695600,41308487,41439739,41439979,41374542,41243934
,,,,,
580696200,41242951,41439739,41374443,41308993,41178398
,,,,,
580696800,41177415,41374203,41308904,41243444,41178392
,,,,,
580697400,41177415,41308660,41243364,41243441,41112851
,,,,,
580698000,41111879,41308663,41243368,41177911,41047318
,,,,,
580698600,41111879,41243117,41177822,41177901,41047312
,,,,,
580699200,41046343,41177570,41177812,41112365,40981767
,,,,,
580699800,41046343,41177581,41112269,41112365,40981764
,,,,,
580700400,40980807,41112038,41112269,41046829,40916228
,,,,,
580701000,40980807,41112034,41046730,40981293,40916228
,,,,,
580701600,40915271,41046498,41046730,40981293,40850689
,,,,,
580702200,40915271,41046505,40981194,40915757,40850689
,,,,,
580702800,40849735,40980958,40981194,40915757,40785153
,,,,,
580703400,40849735,40915426,40915658,40850221,40719617
,,,,,
580704000,40784199,40915415,40850122,40850221,40719617
,,,,,
580704600,40784199,40849879,40850122,40784685,40654081
,,,,,
580705200,40718663,40849879,40784586,40719149,40654081
,,,,,
580705800,40718663,40784343,40784586,40719149,40588545
,,,,,
580706400,40653127,40784343,40719050,40719149,40588542
,,,,,
580707000,40653127,40718807,40719050,40653613,40522997
,,,,,
580707600,40587591,40718807,40653514,40588077,40523006
,,,,,
580708200,40587591,40653271,40653514,40588077,40457461
,,,,,
580708800,40522055,40653271,40587978,40588077,40457467
,,,,,
580709400,40522051,40587735,40587978,40522541,40391919
,,,,,
580710000,40456511,40587735,40587978,40522541,40391916
,,,,,
580710600,40456508,40522199,40522442,40457005,40391919
,,,,,
580711200,40456489,40522199,40522442,40457005,40326386
,,,,,
580711800,40390946,40522199,40456906,40457005,40326377
,,,,,
580712400,40390946,40456663,40456906,40391466,40326377
,,,,,
580713000,40390946,40456663,40456906,40391466,40260850
,,,,,
580713600,40325410,40456663,40456906,40391460,40260844
,,,,,
580714200,40325410,40391127,40391370,40325927,40260838
,,,,,
580714800,40325410,40391127,40391370,40325910,40195299
,,,,,
580715400,40325410,40391127,40391370,40325910,40195299
,,,,,
580716000,40259874,40391127,40391370,40325904,40195299
,,,,,
580716600,40259874,40391127,40391370,40325907,40195302
,,,,,
580717200,40325410,40391127,40391370,40325900,40195299
,,,,,
580717800,40325410,40391127,40391370,40325900,40195302
,,,,,
580718400,40325410,40391127,40391370,40325900,40195299
,,,,,
580719000,40325410,40391127,40391370,40325900,40260835
,,,,,
580719600,40325410,40391127,40456906,40325900,40260835
,,,,,
580720200,40390949,40456663,40456906,40391436,40260835
,,,,,
580720800,40390946,40456663,40522442,40456976,40326374
,,,,,
580721400,40456482,40522199,40522442,40456979,40391919
,,,,,
580722000,40522018,40522199,40587978,40522535,40457455
,,,,,
580722600,40587554,40587735,40653514,40588074,40522997
,,,,,
580723200,40653090,40653271,40719050,40653613,40588533
,,,,,
580723800,40718633,40718807,40784586,40719149,40654075
,,,,,
580724400,40784180,40784343,40850122,40784685,40719608
,,,,,
580725000,40849735,40849879,40981194,40850221,40785144
,,,,,
580725600,40915271,40915415,41046730,40981293,40850689
,,,,,
580726200,40980807,40980951,41112266,41046829,40916225
,,,,,
580726800,41046343,41046487,41177802,41112365,41047297
,,,,,
580727400,41177415,41112034,41243338,41177901,41112833
,,,,,
580728000,41177415,41177577,41308874,41243437,41178369
,,,,,
580728600,41242951,41243106,41374410,41308973,41243908
,,,,,
580729200,41374023,41374182,41505482,41440045,41374983
,,,,,
580729800,41439559,41439721,41571038,41505581,41440525
,,,,,
580730400,41570631,41570800,41767656,41702193,41571597
,,,,,
580731000,41767239,41767419,41964264,41898807,41833755
,,,,,
580731600,41963847,41898491,42095339,42029899,41964830
,,,,,
580732200,42094919,42095099,42291947,42226510,42161444
,,,,,
580732800,42291527,42226171,42423019,42423118,42358052
,,,,,
580733400,42488135,42422779,42685163,42619726,42554678
,,,,,
580734000,42750286,42750459,43078379,43012946,42882364
,,,,,
580734600,43143531,43143678,43537131,43471727,43341116
,,,,,
580735200,43602283,43536926,43995893,43864943,43734337
,,,,,
580735800,43929963,43733534,44258050,44127090,44062032
,,,,,
580736400,44192107,43930142,44454668,44323727,44258649
,,,,,
580737000,44388715,44192289,44782348,44651407,44520793
,,,,,
580737600,44781960,44519997,45175568,45044623,44914012
,,,,,
580738200,45044112,44847681,45568797,45306796,45241718
,,,,,
580738800,45306256,45109825,45830951,45568943,45503862
,,,,,
580739400,45502864,45240897,46027565,45831087,45766023
,,,,,
580740000,45699472,45371979,46093101,45896645,45897103
,,,,,
580740600,45765008,45503055,46224173,46027727,46028178
,,,,,
580741200,45961616,45634144,46355245,46158799,46290331
,,,,,
580741800,46027152,45765219,46486321,46289871,46421417
,,,,,
580742400,46092688,45896291,46551873,46355413,46552495
,,,,,
580743000,46223770,45961827,46748494,46552047,46749103
,,,,,
580743600,46354857,46158435,46945102,46748655,47011272
,,,,,
580744200,46617012,46355043,47272782,47076344,47404491
,,,,,
580744800,46813620,46617201,47534926,47404046,47732196
,,,,,
580745400,47010228,46813826,47797070,47666190,48059879
,,,,,
580746000,47206836,47010438,48124770,47928356,48387581
,,,,,
580746600,47403444,47141510,48321384,48124973,48584195
,,,,,
580747200,47600052,47338128,48452463,48321581,48780809
,,,,,
580747800,47731124,47534746,48714607,48452653,48977428
,,,,,
580748400,48058829,47731368,48845679,48649277,49108511
,,,,,
580749000,48320983,47993512,48976751,48780364,49239583
,,,,,
580749600,48386519,48190120,49042290,48845900,49305138
,,,,,
580750200,48452055,48255663,49042290,48845900,49305144
,,,,,
580750800,48583127,48255680,49042296,48845900,49239610
,,,,,
580751400,48779735,48321199,49107839,48911436,49305146
,,,,,
580752000,48976343,48452298,49238927,48976990,49501754
,,,,,
580752600,49172951,48583370,49238927,48977003,49632835
,,,,,
580753200,49238487,48714442,49238927,48977003,49632843
,,,,,
580753800,49238487,48714442,49173391,48977003,49632854
,,,,,
580754400,49304027,48779978,49173391,49042539,49632854
,,,,,
580755000,49304034,48845514,49173391,49108075,49763926
,,,,,
580755600,49369574,48976586,49238927,49173611,49829462
,,,,,
580756200,49304045,49042122,49238927,49239153,49829475
,,,,,
580756800,49238516,49173207,49304463,49239171,49829489
,,,,,
580757400,49107447,48976592,49173391,49173620,49632881
,,,,,
580758000,48779771,48779978,48911247,48845931,49305198
,,,,,
580758600,48452062,48517834,48649103,48583787,48911977
,,,,,
580759200,48255447,48255690,48386943,48321643,48584278
,,,,,
580759800,48058839,48059082,48190322,48190571,48387670
,,,,,
580760400,47927767,47928010,48124796,48125032,48322134
,,,,,
580761000,47731159,47731402,47928181,47928411,48125526
,,,,,
580761600,47534551,47534794,47666031,47666252,47797846
,,,,,
580762200,47337943,47403722,47534959,47535180,47601238
,,,,,
580762800,47141335,47207114,47403887,47404108,47470158
,,,,,
580763400,46944727,47010506,47207279,47207500,47208019
,,,,,
580764000,46748119,46879424,47010671,47010892,47011400
,,,,,
580764600,46485975,46682805,46814063,46814272,46814784
,,,,,
580765200,46289353,46420658,46551909,46552112,46552637
,,,,,
580765800,46092727,46224040,46289749,46289965,46290490
,,,,,
580766400,45830580,46027432,46093134,46093357,46028341
,,,,,
580767000,45568436,45765288,45830990,45831213,45766194
,,,,,
580767600,45371828,45503144,45568846,45569053,45504045
,,,,,
580768200,45109684,45306536,45306702,45306894,45241890
,,,,,
580768800,44913076,45109928,45110091,45110286,44979743
,,,,,
580769400,44650932,44913320,44847934,44848142,44783135
,,,,,
580770000,44388788,44651172,44585773,44585998,44455455
,,,,,
580770600,44192180,44389015,44323629,44323832,44258830
,,,,,
580771200,43995568,44192407,44127021,44127215,44062225
,,,,,
580771800,43798942,43995785,43930413,43930607,43800067
,,,,,
580772400,43602320,43864710,43733805,43733999,43603459
,,,,,
580773000,43340176,43668102,43537181,43537372,43406851
,,,,,
580773600,43209104,43471494,43340576,43340751,43210243
,,,,,
580774200,43012496,43274886,43209498,43144143,43079171
,,,,,
580774800,42881424,43143814,43012886,43013071,42882563
,,,,,
580775400,42750352,43012742,42881804,42881999,42751488
,,,,,
580776000,42619280,42881670,42750732,42750927,42620408
,,,,,
580776600,42488208,42750598,42685196,42619855,42489330
,,,,,
580777200,42357136,42619526,42554124,42488780,42358261
,,,,,
580777800,42291600,42553990,42423052,42357692,42292725
,,,,,
580778400,42160524,42422911,42291980,42292143,42161642
,,,,,
580779000,42094984,42291839,42226444,42161071,42030567
,,,,,
580779600,41963905,42226306,42095372,42095535,41965031
,,,,,
580780200,41898358,42095224,42029836,41964463,41833959
,,,,,
580780800,41767275,42029685,41898764,41898927,41768423
,,,,,
580781400,41636203,41898616,41833228,41767855,41637351
,,,,,
580782000,41570667,41833077,41767692,41702319,41571815
,,,,,
580782600,41505131,41767527,41636620,41571247,41440743
,,,,,
580783200,41439595,41636469,41571084,41505708,41375207
,,,,,
580783800,41374059,41570926,41505548,41440169,41309671
,,,,,
580784400,41308523,41505383,41439999,41374623,41244135
,,,,,
580785000,41242987,41439854,41374460,41309074,41178599
,,,,,
580785600,41177451,41374325,41308927,41243535,41113063
,,,,,
580786200,41111915,41308782,41243381,41177999,41113063
,,,,,
580786800,41046379,41243253,41177842,41112463,41047527
,,,,,
580787400,41046379,41177713,41112303,41112463,40981991
,,,,,
580788000,40980843,41112188,41112299,41046927,40916455
,,,,,
580788600,40915307,41112174,41046763,40981391,40850919
,,,,,
580789200,40849771,41046652,40981227,40915855,40850919
,,,,,
580789800,40849771,40981112,40981227,40915855,40785383
,,,,,
580790400,40784235,40915573,40915691,40850319,40719847
,,,,,
580791000,40784235,40915580,40850155,40784783,40719847
,,,,,
580791600,40718699,40850050,40850155,40784783,40654311
,,,,,
580792200,40718699,40784508,40784619,40719247,40654311
,,,,,
580792800,40653163,40784518,40784619,40719247,40588775
,,,,,
580793400,40587627,40718975,40719083,40653711,40588775
,,,,,
580794000,40587627,40718968,40719083,40653711,40523239
,,,,,
580794600,40587627,40653439,40653547,40588175,40523239
,,,,,
580795200,40522091,40653446,40653547,40588175,40457703
,,,,,
580795800,40522091,40653446,40588011,40588175,40457703
,,,,,
580796400,40522091,40587910,40588011,40522639,40457703
,,,,,
580797000,40456555,40587910,40588011,40522639,40392167
,,,,,
580797600,40456555,40587910,40588011,40522639,40392167
,,,,,
580798200,40456555,40522374,40522475,40457103,40392167
,,,,,
580798800,40456555,40522374,40522475,40457103,40392170
,,,,,
580799400,40391019,40522374,40522475,40457103,40326631
,,,,,
580800000,40391019,40456838,40522475,40457103,40326631
,,,,,
580800600,40391019,40456838,40456939,40391567,40326631
,,,,,
580801200,40391019,40456838,40456939,40391567,40261103
,,,,,
580801800,40325483,40391302,40456939,40391567,40261115
,,,,,
580802400,40325483,40391302,40391403,40326031,40261101
,,,,,
580803000,40259947,40391302,40391403,40326031,40195570
,,,,,
580803600,40259947,40325766,40391403,40326025,40195576
,,,,,
580804200,40259947,40325766,40325867,40260495,40195576
,,,,,
580804800,40259947,40325766,40325867,40260472,40130031
,,,,,
580805400,40194411,40260230,40325867,40260485,40130040
,,,,,
580806000,40194411,40260230,40325867,40260485,40130043
,,,,,
580806600,40259947,40325766,40325867,40260482,40130048
,,,,,
580807200,40259947,40325766,40325867,40260479,40195584
,,,,,
580807800,40259947,40325766,40391403,40326008,40195581
,,,,,
580808400,40325483,40391302,40391403,40326015,40261123
,,,,,
580809000,40325483,40391312,40456939,40391554,40326659
,,,,,
580809600,40456555,40522377,40588011,40522629,40392195
,,,,,
580810200,40522091,40587930,40653547,40588172,40523267
,,,,,
580810800,40587627,40653470,40719083,40653711,40588803
,,,,,
580811400,40653163,40653476,40784619,40719247,40654339
,,,,,
580812000,40718699,40719016,40850155,40784783,40719875
,,,,,
580812600,40849771,40850088,40981227,40915855,40850955
,,,,,
580813200,40915307,40915624,41046763,40981391,40916502
,,,,,
580813800,41046379,41046696,41177835,41112463,41047574
,,,,,
580814400,41177462,41177768,41308907,41243535,41178655
,,,,,
580815000,41308556,41308840,41505535,41440143,41375263
,,,,,
580815600,41505168,41505448,41702150,41636774,41571871
,,,,,
580816200,41701776,41702056,41964300,41898927,41834020
,,,,,
580816800,41898384,41898667,42160908,42095535,42030637
,,,,,
580817400,42094992,42029756,42291980,42226607,42161711
,,,,,
580818000,42226064,42226378,42488588,42423215,42358333
,,,,,
580818600,42357136,42357450,42619660,42488751,42489408
,,,,,
580819200,42488208,42422986,42685196,42619836,42554952
,,,,,
580819800,42553744,42488522,42750732,42685385,42620496
,,,,,
580820400,42619280,42554058,42750732,42685391,42686038
,,,,,
580821000,42684830,42554058,42816268,42750927,42751576
,,,,,
580821600,42684830,42619594,42881804,42750927,42751590
,,,,,
580822200,42684852,42619594,42881804,42816463,42751598
,,,,,
580822800,42684841,42619614,42881804,42816463,42751601
,,,,,
580823400,42684848,42619610,42881804,42816463,42751601
,,,,,
580824000,42684852,42685156,42881804,42816463,42751601
,,,,,
580824600,42750388,42685163,42881804,42816463,42817137
,,,,,
580825200,42750388,42750699,42947340,42881999,42817150
,,,,,
580825800,42815924,42816235,43012876,42947535,42882689
,,,,,
580826400,42946996,42881771,43078422,43013074,43013772
,,,,,
580827000,42946996,42947307,43143958,43078626,43079308
,,,,,
580827600,43012532,42947307,43143975,43078639,43079308
,,,,,
580828200,42946996,42947307,43143975,43078639,43013775
,,,,,
580828800,42946996,42881771,43078442,43013103,42948258
,,,,,
580829400,42881460,42816235,43012893,42947563,42948249
,,,,,
580830000,42946996,42947307,43143965,43013103,43013794
,,,,,
580830600,43078068,43078393,43275053,43144175,43144871
,,,,,
580831200,43143604,43078406,43275053,43209711,43210407
,,,,,
580831800,43143604,43143948,43406122,43275247,43275946
,,,,,
580832400,43274676,43209484,43471661,43406319,43341495
,,,,,
580833000,43340212,43340556,43602733,43537391,43472578
,,,,,
580833600,43471291,43471628,43733805,43602945,43603650
,,,,,
580834200,43602381,43602700,43799341,43734030,43734727
,,,,,
580834800,43733463,43733772,43995949,43930638,43931354
,,,,,
580835400,43930071,43864854,44127021,44061710,44062428
,,,,,
580836000,44061143,43995946,44258093,44192782,44193500
,,,,,
580836600,44126679,44061485,44323629,44258321,44259055
,,,,,
580837200,44126679,44061485,44323633,44258327,44259063
,,,,,
580837800,44126679,44061485,44323633,44258333,44259063
,,,,,
580838400,44126679,44061485,44323636,44258346,44259063
,,,,,
580839000,44061143,43995956,44258103,44192813,44193540
,,,,,
580839600,43995607,43930433,44192557,44127277,44128006
,,,,,
580840200,43930071,43864891,44127021,43996193,43996932
,,,,,
580840800,43930071,43930436,44127021,44061735,44062468
,,,,,
580841400,44061143,43995979,44258097,44127277,44128014
,,,,,
580842000,44061143,44061518,44258103,44192813,44193561
,,,,,
580842600,44126683,44061518,44323639,44192813,44259110
,,,,,
580843200,44126679,44061518,44323643,44192813,44259115
,,,,,
580843800,44061147,44061518,44258107,44192813,44193579
,,,,,
